"GreenMountain" "ForrestHill" "BadHumbug" "CommunistCommune" "FairCity"
111071 111008 974420 1e+05 4300
59111 101021 973887 1e+05 74894
93592 70394 997522 1e+05 155908
73952 124315 1001813 1e+05 188992
79751 111871 965942 1e+05 400
105891 103068 975480 1e+05 56005
100205 129098 949019 1e+05 122395
130844 51510 977760 1e+05 26505
99083 119753 982798 1e+05 76821
91931 118577 984289 1e+05 55552
102338 88856 973489 1e+05 104709
112830 129488 991312 1e+05 11699
92195 79302 976626 1e+05 87747
86621 96357 1024084 1e+05 120339
98653 114024 982274 1e+05 14503
117479 73539 954037 1e+05 5220
58048 108681 1005230 1e+05 1547
99720 106086 975484 1e+05 116709
85364 98049 999619 1e+05 199846
83557 96102 979000 1e+05 147945
104999 93699 971246 1e+05 126250
79178 106388 973489 1e+05 125226
115899 79090 962174 1e+05 121092
133751 104858 986985 1e+05 83081
125137 69025 962350 1e+05 130427
120768 70748 967804 1e+05 85867
84629 79490 957049 1e+05 106366
152407 104033 996476 1e+05 171658
103761 122814 987297 1e+05 52036
120492 59099 987921 1e+05 198169
56836 114948 966548 1e+05 173121
145194 101775 990683 1e+05 131630
116710 106396 975883 1e+05 90542
106460 122763 983432 1e+05 145170
98065 114143 972303 1e+05 127667
78948 126516 965480 1e+05 126269
127188 98354 970681 1e+05 83279
118637 82502 990714 1e+05 51785
73506 119897 974314 1e+05 120904
100047 113441 955414 1e+05 44681
95238 76331 970067 1e+05 159379
95432 79196 1008553 1e+05 92954
108478 98154 1003218 1e+05 80259
92538 100342 987599 1e+05 132374
149517 152029 979515 1e+05 169518
92609 106761 984445 1e+05 172016
69426 82182 973502 1e+05 181770
96576 135454 964124 1e+05 50045
108738 90111 969469 1e+05 160059
47453 97124 1005707 1e+05 163922
84961 120088 982491 1e+05 105689
102764 87887 976428 1e+05 98750
88111 129705 992014 1e+05 129267
88461 76895 999857 1e+05 159322
69420 115938 1003096 1e+05 43765
104386 104201 992485 1e+05 84687
131240 132543 970515 1e+05 16125
94324 94442 964659 1e+05 46180
74364 130640 950598 1e+05 179843
71454 98992 980364 1e+05 46437
92710 98373 962081 1e+05 32858
82582 120189 969184 1e+05 84525
69720 103205 982535 1e+05 182379
116761 100208 958686 1e+05 186607
101905 113586 981372 1e+05 159601
90921 104337 944568 1e+05 43001
122294 86655 993757 1e+05 189396
147746 63760 996883 1e+05 29042
80834 108011 1000906 1e+05 27472
100364 110319 957838 1e+05 192288
121756 87144 950758 1e+05 142362
135143 124901 996416 1e+05 187869
66517 82476 992729 1e+05 165268
87881 83334 982416 1e+05 182578
119801 73843 967696 1e+05 72141
112618 122439 953475 1e+05 1429
127835 88218 1007374 1e+05 172716
117103 111239 994252 1e+05 110856
63210 76991 956092 1e+05 164039
86725 123320 970911 1e+05 4557
140500 86650 960760 1e+05 85916
81981 100826 983060 1e+05 59550
128423 102704 980943 1e+05 195753
140838 136215 997568 1e+05 114677
96984 98569 989844 1e+05 186886
126383 77146 1002412 1e+05 95031
115559 93263 995949 1e+05 19150
77454 84322 961049 1e+05 159749
109352 96999 968988 1e+05 149682
112869 121606 983433 1e+05 92736
102659 79702 965240 1e+05 101513
76392 132396 982954 1e+05 74242
135646 70229 973380 1e+05 185771
129478 110337 990132 1e+05 2440
132020 126158 992488 1e+05 94087
134097 101128 1010462 1e+05 73670
94351 95896 955567 1e+05 103351
93342 97624 988346 1e+05 181989
139562 121816 1016996 1e+05 103428
109451 107372 947728 1e+05 37144
111459 106052 1009705 1e+05 198753
126340 95238 957284 1e+05 124705
88005 59727 975242 1e+05 115087
58862 86869 984247 1e+05 47629
97152 88046 992952 1e+05 66186
93216 120367 982866 1e+05 118405
71989 95449 942945 1e+05 191294
122912 102188 958532 1e+05 85443
89839 111956 970942 1e+05 10166
100760 98822 992316 1e+05 145982
86409 112483 981855 1e+05 184831
97983 136359 962918 1e+05 148849
120854 113903 984250 1e+05 178906
91328 142323 953068 1e+05 79113
92781 92565 971197 1e+05 98940
49058 103830 1008786 1e+05 10356
89421 104121 965875 1e+05 93250
120484 58395 997458 1e+05 71604
99414 87617 999757 1e+05 179415
98716 78869 984164 1e+05 140059
96764 81580 969154 1e+05 115424
83332 58351 1016344 1e+05 28595
72807 84148 971143 1e+05 102797
130318 80810 973359 1e+05 161804
104850 98364 998875 1e+05 18686
106071 109030 967199 1e+05 137650
60661 104180 992393 1e+05 137527
116435 105347 1012180 1e+05 99484
91747 120818 962228 1e+05 79443
95297 65554 971177 1e+05 130207
94787 102974 946900 1e+05 96589
114106 117380 990720 1e+05 105979
100564 121861 996962 1e+05 110087
85874 124959 952505 1e+05 158505
81207 111399 963992 1e+05 89127
96244 95042 974847 1e+05 130713
81018 109040 978180 1e+05 75296
101189 80470 995271 1e+05 67225
94793 64905 1002402 1e+05 10128
137712 99389 952893 1e+05 74274
70534 114001 982893 1e+05 43862
94796 104858 971902 1e+05 92429
117860 111878 964521 1e+05 156297
114120 89329 968599 1e+05 21375
72798 149825 950427 1e+05 100022
126821 144156 983270 1e+05 180357
75573 95711 993118 1e+05 153015
111563 110135 921448 1e+05 88271
135100 78212 975310 1e+05 85396
96787 115833 994942 1e+05 165512
123151 82070 1007440 1e+05 144969
106425 89582 1016704 1e+05 195817
80965 103927 948529 1e+05 115699
120689 72865 995630 1e+05 15162
149317 109596 978638 1e+05 60734
80316 93643 1038780 1e+05 103066
97630 136369 959076 1e+05 154732
124454 70288 961658 1e+05 130593
59931 120024 981679 1e+05 173458
124658 145161 975590 1e+05 163353
79383 101494 963138 1e+05 181384
95317 120813 965382 1e+05 70883
103669 90286 1009188 1e+05 153110
66237 103565 996373 1e+05 168643
50665 86060 967241 1e+05 13328
97792 103490 933022 1e+05 87252
146654 91756 967300 1e+05 126086
51838 108824 975195 1e+05 65838
89580 86319 965665 1e+05 9746
81479 126772 1000498 1e+05 86825
110546 64585 992304 1e+05 41404
110409 102107 979762 1e+05 33216
107646 79005 1011427 1e+05 181318
116679 79835 996243 1e+05 123225
115534 61645 1007565 1e+05 154062
114401 120971 975371 1e+05 173949
114609 106094 969551 1e+05 199625
137577 127747 957867 1e+05 120367
95808 101807 1024593 1e+05 81227
83718 113323 968439 1e+05 57415
90880 99442 965854 1e+05 102025
116200 92651 982744 1e+05 2883
110675 89919 964280 1e+05 16951
84811 112557 1003914 1e+05 153093
96367 90306 999353 1e+05 82379
94845 116339 972026 1e+05 40861
83017 111649 1001942 1e+05 128956
73563 73690 956512 1e+05 62910
108914 126552 950657 1e+05 34900
96827 118584 969071 1e+05 98380
117176 98940 987952 1e+05 180274
82226 96026 1026046 1e+05 143269
81983 100373 986891 1e+05 122583
81289 100105 1030192 1e+05 69245
112836 105067 976003 1e+05 177686
91760 64790 968423 1e+05 118943
87910 130343 1000438 1e+05 42257
101066 97854 940676 1e+05 126429
43537 132466 1011893 1e+05 39286
82199 111036 995078 1e+05 10486
81691 111628 1008705 1e+05 188182
106921 86977 982797 1e+05 169482
119541 102796 1006579 1e+05 178646
72563 38444 1004943 1e+05 109457
113555 135216 959967 1e+05 36453
89329 82564 946037 1e+05 86770
94411 110209 1003467 1e+05 46524
98329 88563 966104 1e+05 131975
98722 105464 1025518 1e+05 116496
93505 107869 986432 1e+05 170683
80189 86803 973293 1e+05 38255
73824 119939 950138 1e+05 67874
127036 74285 1018761 1e+05 139994
116678 116642 976299 1e+05 181254
62684 78370 977623 1e+05 77924
104107 115425 967298 1e+05 116735
81364 109912 972218 1e+05 5418
120904 95473 1010796 1e+05 160481
120656 107491 969909 1e+05 94064
92930 69119 979231 1e+05 347
100937 89627 957889 1e+05 103534
87730 112406 1001408 1e+05 56269
87107 90520 1012159 1e+05 112513
93073 100433 1003670 1e+05 141422
77956 109349 949074 1e+05 95286
110477 87762 1009229 1e+05 191564
122017 99463 999678 1e+05 153404
60284 95476 991563 1e+05 185364
102083 66050 955482 1e+05 112675
102135 123740 962944 1e+05 182118
90466 100338 1001779 1e+05 58037
164959 71817 969379 1e+05 104115
102543 86358 1005087 1e+05 105016
89977 79682 1005061 1e+05 116466
62745 96978 971284 1e+05 98614
106227 107935 978365 1e+05 54135
106923 102158 995732 1e+05 149727
113962 94782 975738 1e+05 192147
64179 60739 988892 1e+05 177970
107866 102151 967627 1e+05 168955
90408 99426 949919 1e+05 88296
79917 127361 982471 1e+05 69994
120671 78423 966329 1e+05 39726
102138 92488 970792 1e+05 121796
104536 90477 1001004 1e+05 177502
124803 93109 993888 1e+05 70775
70823 93759 951833 1e+05 145005
78784 76370 968097 1e+05 95683
101389 110912 989820 1e+05 41709
72194 120149 937519 1e+05 39102
113702 98990 998466 1e+05 22014
95835 108117 1001745 1e+05 62880
82661 117047 999760 1e+05 65469
83831 121747 996293 1e+05 90539
141878 140050 970791 1e+05 75222
93087 83919 973876 1e+05 129084
116765 140723 959259 1e+05 121809
80229 90941 988336 1e+05 81048
149906 82187 1021141 1e+05 128705
82772 122517 961666 1e+05 190872
85170 100950 989580 1e+05 152650
103814 96912 984812 1e+05 81482
106049 112834 956717 1e+05 16054
111970 68556 970892 1e+05 29095
139299 61605 963855 1e+05 9182
124437 112000 983888 1e+05 162125
54954 126763 999904 1e+05 55223
103880 83639 968615 1e+05 158865
71972 88720 1003496 1e+05 158179
105386 77260 982869 1e+05 24083
120820 159073 979755 1e+05 83481
98967 114235 967508 1e+05 198622
116913 133725 984785 1e+05 89220
83852 105449 993805 1e+05 56022
89089 97044 973232 1e+05 55880
100368 141493 945384 1e+05 176336
83576 111204 974518 1e+05 149338
111128 73808 983541 1e+05 50998
74967 136356 948591 1e+05 51528
114825 90613 999756 1e+05 93834
75609 110729 976995 1e+05 59994
94542 128163 1001738 1e+05 82307
96672 87813 987799 1e+05 89077
161256 97000 987854 1e+05 78195
97081 117297 957741 1e+05 1099
103210 100942 994077 1e+05 2777
111002 106423 968987 1e+05 77480
80697 109999 983251 1e+05 19914
100555 108317 974318 1e+05 748
139162 88800 1022732 1e+05 9551
93057 82362 1020916 1e+05 122232
62846 95618 983629 1e+05 149062
100247 131157 974569 1e+05 67869
82747 99159 976987 1e+05 198177
90647 91997 986251 1e+05 56587
110792 69160 951899 1e+05 29095
123608 117761 975154 1e+05 171900
114803 114410 956846 1e+05 36412
95352 73703 1001506 1e+05 34372
86139 80782 962474 1e+05 5257
124971 126084 961826 1e+05 84922
166857 56731 945576 1e+05 130845
112498 110965 946038 1e+05 196726
140564 101345 994382 1e+05 107599
113329 76891 982241 1e+05 99328
76200 104555 954415 1e+05 157031
91852 117366 950566 1e+05 113294
112711 155426 972296 1e+05 74506
117786 90665 981721 1e+05 163735
116650 67468 984807 1e+05 171541
62478 90342 940184 1e+05 26682
72146 90321 999572 1e+05 38258
102916 65933 959872 1e+05 64658
94280 92819 956803 1e+05 148206
134378 104470 961058 1e+05 89351
98965 116629 999356 1e+05 25930
89568 120205 962047 1e+05 195547
86773 91111 980978 1e+05 27667
98090 118520 1001715 1e+05 15742
94139 108273 988359 1e+05 34861
57577 111973 991330 1e+05 31758
102604 99002 968789 1e+05 168913
81405 120290 950626 1e+05 100067
102633 150217 948759 1e+05 171065
108527 108135 955683 1e+05 41491
93942 115487 981326 1e+05 185848
63309 153162 1016960 1e+05 194204
87079 93207 1007171 1e+05 105669
107758 111837 932419 1e+05 146988
70936 97017 970515 1e+05 164010
125289 90093 984530 1e+05 36140
119725 126629 992003 1e+05 156874
122255 89028 985688 1e+05 173044
89734 92710 1015002 1e+05 35768
128274 131611 982528 1e+05 64190
62304 126042 1001181 1e+05 196195
112172 104353 978422 1e+05 126840
92022 113593 980664 1e+05 190918
71811 122398 969517 1e+05 19531
109727 90442 962315 1e+05 170008
61375 116432 1015943 1e+05 121919
88353 125345 969923 1e+05 72814
115517 102278 988293 1e+05 76824
88762 115066 1023323 1e+05 172801
110501 78684 949851 1e+05 184007
71373 90715 984141 1e+05 103611
102116 77214 978375 1e+05 2300
115389 80074 970355 1e+05 13084
109940 109189 977482 1e+05 103553
89399 70408 965283 1e+05 159325
110704 117472 973365 1e+05 88798
106705 103913 971869 1e+05 40648
75252 98448 994790 1e+05 110916
77930 148490 955233 1e+05 6207
129757 99157 979019 1e+05 98656
61501 142180 1016241 1e+05 145439
135023 92342 968352 1e+05 45018
85153 125498 948149 1e+05 91682
85466 109255 1020609 1e+05 166111
87412 123226 976021 1e+05 3674
99221 104431 977474 1e+05 123652
95467 101659 968385 1e+05 72039
121325 78235 993115 1e+05 164534
112238 109195 959914 1e+05 14750
86535 64515 973027 1e+05 189268
125442 142917 994219 1e+05 110416
101931 63501 993432 1e+05 96079
116756 126392 942981 1e+05 101851
129665 80831 986398 1e+05 104140
107583 73950 970791 1e+05 1982
114757 89237 990044 1e+05 83850
121848 121894 1005055 1e+05 154089
109538 97257 1007674 1e+05 69455
72085 60297 1004638 1e+05 86622
131253 109243 968253 1e+05 174878
71288 122579 972853 1e+05 148209
81239 120966 1008503 1e+05 181532
101202 76520 963252 1e+05 47163
90558 105171 972104 1e+05 167124
126760 88223 957808 1e+05 171930
129297 115245 1004520 1e+05 155592
132007 114024 985111 1e+05 81645
100830 99763 975530 1e+05 51318
83977 96328 946647 1e+05 4855
99468 92080 967755 1e+05 26058
93779 85751 959692 1e+05 169458
110633 95342 946249 1e+05 84312
107043 114585 973239 1e+05 179287
84101 83453 1011342 1e+05 66610
127892 108628 976509 1e+05 194321
67856 96087 991957 1e+05 32751
91962 88360 996062 1e+05 121014
79275 101371 992217 1e+05 115743
112753 114321 971309 1e+05 79562
74370 109449 979674 1e+05 181900
101059 124751 1000611 1e+05 1848
83829 81173 960699 1e+05 164099
124542 116649 977081 1e+05 37878
78851 124458 947334 1e+05 54825
98164 92918 1008814 1e+05 110691
104938 75284 983021 1e+05 119751
89923 83105 997381 1e+05 171810
67716 80994 1028643 1e+05 92939
98333 80284 994491 1e+05 76652
110241 51489 980394 1e+05 142312
74205 105695 961876 1e+05 53197
112724 97418 974933 1e+05 168348
111218 98385 977046 1e+05 1031
100203 78047 954768 1e+05 98675
102153 79153 1014093 1e+05 134775
110248 127034 992637 1e+05 132351
120307 92633 981018 1e+05 129812
85467 104003 970464 1e+05 91284
85038 102243 965652 1e+05 150637
114258 88609 953327 1e+05 43143
84830 126383 989651 1e+05 98326
83885 105436 979632 1e+05 164493
146005 81552 1036131 1e+05 132070
81992 84238 979986 1e+05 124697
100744 113703 969003 1e+05 25858
67425 71504 1002536 1e+05 153695
100102 88454 980480 1e+05 123998
96517 96186 969336 1e+05 132687
96716 89948 977904 1e+05 110448
140818 76649 987049 1e+05 109801
93355 83161 1007112 1e+05 4558
111254 87979 992471 1e+05 58980
104352 118453 1011043 1e+05 149849
99356 108966 986721 1e+05 182354
125043 112001 952754 1e+05 31926
123912 86765 998833 1e+05 46455
69819 102785 1020753 1e+05 117647
76096 79585 1021383 1e+05 55034
104723 105962 974998 1e+05 171874
93060 112476 950553 1e+05 166257
89407 84055 1006352 1e+05 42458
105376 98955 982037 1e+05 87459
105760 137080 975336 1e+05 5894
103028 123074 980828 1e+05 171797
95049 80263 995322 1e+05 99442
130006 87131 963058 1e+05 26246
109375 118842 934283 1e+05 179388
86496 113032 1012410 1e+05 74761
153408 150746 962820 1e+05 166619
77690 115187 974897 1e+05 66443
85125 106618 997905 1e+05 25794
107084 81316 998852 1e+05 176925
125098 120184 935324 1e+05 100367
77106 97773 975841 1e+05 192131
145895 102790 966237 1e+05 30277
106953 112433 996909 1e+05 43327
98947 88862 935362 1e+05 59772
86630 86152 1019022 1e+05 176074
88023 91024 963896 1e+05 124558
124265 105511 974132 1e+05 60721
82530 108560 956825 1e+05 139531
72656 95341 950287 1e+05 99294
107459 93269 986868 1e+05 43439
92922 88685 975198 1e+05 164400
88521 101696 1019369 1e+05 78475
111602 99602 998803 1e+05 61877
82779 81466 982527 1e+05 113620
88101 133415 975614 1e+05 90934
74841 100783 1013115 1e+05 43169
121621 96886 994837 1e+05 109020
64182 120160 988623 1e+05 73318
120908 100616 994650 1e+05 188264
93558 87153 970053 1e+05 109748
104439 120312 980280 1e+05 104488
98342 95323 980881 1e+05 93958
123485 62779 979218 1e+05 138447
110157 66820 981253 1e+05 181506
110874 91396 983791 1e+05 124713
95323 88418 967491 1e+05 187753
181002 127107 989339 1e+05 197768
79936 116425 984376 1e+05 197193
99435 129547 1005833 1e+05 1740
118587 123014 993169 1e+05 29223
107689 119146 964535 1e+05 143751
131607 101258 1020632 1e+05 93622
113152 81504 1000107 1e+05 114438
107400 113429 978124 1e+05 275
89708 109024 949602 1e+05 158987
102196 92765 982948 1e+05 84272
147612 112752 977661 1e+05 191812
133621 64116 979874 1e+05 152037
138124 113759 981696 1e+05 93325
78398 101234 978311 1e+05 89544
117566 107283 995470 1e+05 180144
115459 90202 948371 1e+05 127211
138095 105659 998572 1e+05 102012
143318 66847 990373 1e+05 78227
99606 94978 994820 1e+05 128019
89686 76222 928436 1e+05 38942
120305 57140 997762 1e+05 58215
100151 124045 1034601 1e+05 140903
104026 86809 992291 1e+05 64242
111783 154879 989005 1e+05 957
61830 117867 984884 1e+05 138677
85159 126212 968711 1e+05 35834
94894 101350 954121 1e+05 186100
94850 107295 982792 1e+05 101344
120818 99875 949201 1e+05 125795
103347 61259 972652 1e+05 168878
103382 110188 962113 1e+05 117646
94820 127378 971618 1e+05 103221
116695 120768 975073 1e+05 79560
127421 113727 943579 1e+05 32493
96269 90005 960914 1e+05 51464
89187 99085 977293 1e+05 111109
122406 105623 967524 1e+05 153897
100156 129199 971164 1e+05 148489
76846 109090 991825 1e+05 161647
74061 83390 970915 1e+05 138003
116154 152029 995494 1e+05 83306
80007 114682 979970 1e+05 195437
65278 86141 965116 1e+05 158917
110185 51671 975277 1e+05 64826
127844 139637 985986 1e+05 195515
85613 91450 970697 1e+05 101234
66811 101365 1003938 1e+05 157470
92240 131459 971637 1e+05 124800
89868 125885 978307 1e+05 10095
102139 81008 944864 1e+05 36652
106300 119268 1034972 1e+05 185377
102235 95627 965119 1e+05 31646
113264 120099 971006 1e+05 19691
119699 94110 946089 1e+05 68770
115020 89181 999983 1e+05 148084
97919 122962 1000308 1e+05 144890
104625 115965 951333 1e+05 125767
118735 101864 977414 1e+05 157702
68098 109130 970696 1e+05 144211
84073 115703 959020 1e+05 92738
84011 101615 998552 1e+05 180274
124270 91230 985197 1e+05 168633
73124 76767 1004552 1e+05 168403
75905 63932 1000137 1e+05 147528
107755 144783 970097 1e+05 82888
109803 90943 968413 1e+05 144694
81927 96573 974430 1e+05 79142
108951 90327 974858 1e+05 150007
76103 85254 987966 1e+05 960
101573 131303 1006463 1e+05 23618
86959 124924 942248 1e+05 96913
100810 61887 964490 1e+05 136463
84541 73263 927828 1e+05 105655
135804 98317 994530 1e+05 56927
96928 130222 958198 1e+05 109593
93947 87245 966196 1e+05 171976
82787 99708 989317 1e+05 17839
92827 98296 1005090 1e+05 184738
80134 125782 969045 1e+05 34875
76356 123428 969755 1e+05 129494
120608 120706 963728 1e+05 99503
84499 112069 974793 1e+05 34
94580 139610 978669 1e+05 62981
70508 88113 945640 1e+05 170896
115639 124742 992954 1e+05 28473
145302 65803 945163 1e+05 173238
94370 96173 972487 1e+05 116946
124308 129340 1020207 1e+05 162934
141785 98865 987373 1e+05 47322
93350 90945 975905 1e+05 64870
139346 108400 962986 1e+05 195322
83856 99071 950084 1e+05 147883
75619 114483 987374 1e+05 19107
109986 105653 977673 1e+05 26029
122150 73268 959974 1e+05 164328
102212 151224 971895 1e+05 19753
152024 110598 982357 1e+05 134489
100594 129282 953043 1e+05 146623
92495 130150 982372 1e+05 78223
101571 104618 962638 1e+05 105092
95621 114643 999409 1e+05 26116
99028 109205 960196 1e+05 152144
101120 67280 996973 1e+05 14692
111365 112419 986624 1e+05 130819
119154 116618 971227 1e+05 166289
93848 130028 995286 1e+05 145959
125671 67315 982892 1e+05 18704
69636 100746 991714 1e+05 155304
109957 109082 979677 1e+05 185499
130012 115890 946912 1e+05 192746
112811 103803 927984 1e+05 173700
76600 102052 961700 1e+05 139404
77902 122039 1006946 1e+05 13546
87740 85809 1016094 1e+05 194019
111659 77596 1001834 1e+05 31221
96388 107331 978432 1e+05 119171
89553 98073 994469 1e+05 113583
117676 90713 977078 1e+05 184059
116242 126018 978412 1e+05 10224
83753 130549 966288 1e+05 173157
72284 97559 922604 1e+05 27086
103359 111735 949888 1e+05 148857
111543 96553 999823 1e+05 80894
99503 109747 1013911 1e+05 191815
76418 104520 982273 1e+05 15873
112823 109903 1006401 1e+05 90177
67508 93596 979226 1e+05 7542
116316 139077 987778 1e+05 193006
92079 94195 985748 1e+05 193835
116786 94402 961446 1e+05 122418
106682 138584 993725 1e+05 136081
133687 119436 984648 1e+05 109438
109864 84414 977979 1e+05 15092
63623 64543 998850 1e+05 12197
104298 105902 965287 1e+05 77184
113585 115733 983746 1e+05 21010
97675 154842 995855 1e+05 166761
98965 47788 1017104 1e+05 57647
132740 85178 1004862 1e+05 150834
71944 92241 950840 1e+05 154256
98056 85385 1001522 1e+05 15870
91379 95809 997512 1e+05 63746
114438 78518 987386 1e+05 164431
117723 96953 986830 1e+05 54548
71268 84919 975050 1e+05 100173
76779 79593 1006781 1e+05 152970
100251 98160 969240 1e+05 60565
82486 111862 983170 1e+05 83260
76043 103698 960905 1e+05 8660
87791 85922 976528 1e+05 109869
103634 92272 999372 1e+05 119819
91457 113639 951018 1e+05 28436
113246 59266 968600 1e+05 163155
45152 100446 983315 1e+05 65868
117910 83616 946070 1e+05 80707
81065 71661 949103 1e+05 57464
112376 128897 987008 1e+05 116953
114952 56874 972966 1e+05 106546
115172 131238 954999 1e+05 174824
95838 123329 986197 1e+05 111611
66902 141350 994919 1e+05 21578
105761 107931 963208 1e+05 59000
91508 137889 1018678 1e+05 62891
109523 113251 962712 1e+05 22951
131107 77289 958140 1e+05 141378
114542 76913 1006820 1e+05 180969
102176 87113 1023961 1e+05 147382
92576 79471 1020850 1e+05 172400
94207 130301 951761 1e+05 141207
87328 103024 975080 1e+05 16388
95888 90118 980459 1e+05 4940
107012 126500 983026 1e+05 102699
83710 123830 1005562 1e+05 149869
107306 86397 942210 1e+05 17376
129325 93608 989140 1e+05 111551
97103 63069 980714 1e+05 382
101181 78679 976039 1e+05 28462
98861 108483 955759 1e+05 22449
79249 108222 981523 1e+05 155499
117407 98774 958058 1e+05 86406
101111 91794 975372 1e+05 124600
121595 101020 988978 1e+05 105740
114208 79201 982771 1e+05 54453
80283 123150 968704 1e+05 188282
136062 102180 976847 1e+05 88298
72002 127183 988597 1e+05 84932
105274 98277 969300 1e+05 135687
117621 119055 968815 1e+05 79801
57357 111280 983506 1e+05 18507
142298 80709 993299 1e+05 163134
108961 90394 988459 1e+05 75361
89691 87781 964701 1e+05 77770
85399 87218 991803 1e+05 77217
122681 62836 964232 1e+05 20842
104074 109719 991290 1e+05 190639
133540 117469 980843 1e+05 60115
78300 74108 1032606 1e+05 115747
71083 77803 983514 1e+05 52486
95143 83118 968571 1e+05 97996
130280 136457 982201 1e+05 34112
75585 112871 993311 1e+05 49999
101547 118178 969096 1e+05 26280
118155 114790 962294 1e+05 147089
108408 71409 962844 1e+05 106936
87738 94506 964154 1e+05 36008
123504 88919 986949 1e+05 164802
96586 106548 992038 1e+05 127580
83735 96184 985170 1e+05 6785
88920 78332 992721 1e+05 32645
74014 78647 972723 1e+05 33080
85510 121388 991243 1e+05 112771
95040 73479 974938 1e+05 39747
81604 76822 996514 1e+05 36661
86075 97839 989656 1e+05 116486
78740 111319 989414 1e+05 22993
61153 90708 974344 1e+05 119925
81189 101593 993559 1e+05 57029
96435 73797 970433 1e+05 156988
110256 145210 982057 1e+05 67514
70522 87003 981622 1e+05 169864
61952 105717 999634 1e+05 85351
116584 104569 964585 1e+05 93571
110453 116483 983209 1e+05 121225
106104 62080 997393 1e+05 167595
118429 112361 1001780 1e+05 19100
56677 88980 970302 1e+05 131691
109576 87809 978682 1e+05 170074
106956 69532 957288 1e+05 148676
105971 101706 1005132 1e+05 70711
113666 106442 986192 1e+05 136663
68915 119760 967160 1e+05 130799
107688 79451 979347 1e+05 124950
106357 151436 950793 1e+05 65053
103943 106320 938044 1e+05 49994
138943 105553 949079 1e+05 99096
101437 73997 981368 1e+05 151213
83657 122187 998347 1e+05 53692
90385 93424 1006669 1e+05 10090
93307 107504 960037 1e+05 126568
114135 114549 977970 1e+05 72121
98982 91123 968896 1e+05 110371
111494 81649 977473 1e+05 106065
137241 97959 967652 1e+05 84019
77050 75968 986537 1e+05 101979
102570 117905 1005420 1e+05 15621
65754 99085 984382 1e+05 37961
124682 111610 976945 1e+05 25237
88335 75196 956088 1e+05 148979
65576 100612 1005069 1e+05 76476
98692 90631 953621 1e+05 101520
116993 81199 1000036 1e+05 8337
115008 117362 970784 1e+05 191908
106903 110809 969578 1e+05 195290
118530 92292 977756 1e+05 109428
116289 112322 1011754 1e+05 195425
121285 65070 994418 1e+05 104427
74839 128036 998722 1e+05 173031
124201 70508 974606 1e+05 119670
95928 130789 1002597 1e+05 173600
113220 98767 1000663 1e+05 125906
130697 118635 954168 1e+05 188192
125588 89979 980696 1e+05 78351
96368 107225 967845 1e+05 184263
74341 82353 976176 1e+05 110937
90517 102237 999416 1e+05 151978
121205 125496 938341 1e+05 35583
104369 144490 985281 1e+05 175079
89221 113631 1018198 1e+05 180115
104225 103112 954377 1e+05 157099
79010 94821 979337 1e+05 117395
95870 100434 936640 1e+05 47383
87547 113041 983284 1e+05 73223
76847 143833 1011203 1e+05 179958
93991 56193 999134 1e+05 20832
114518 114789 1001795 1e+05 154508
96108 101844 970142 1e+05 30270
102273 121396 961606 1e+05 2864
92519 119369 1001780 1e+05 171371
124068 146027 995791 1e+05 187716
107639 126503 981565 1e+05 189101
111260 91891 970786 1e+05 75004
102885 129066 994194 1e+05 6512
96856 115371 1019065 1e+05 123519
143393 104010 955091 1e+05 186089
99221 101692 998150 1e+05 148454
77803 81389 940121 1e+05 93928
106557 84115 980163 1e+05 58427
120911 82007 971574 1e+05 43087
107022 93543 986724 1e+05 192815
128644 110689 961754 1e+05 3820
101112 114750 950360 1e+05 142988
106953 85848 1005650 1e+05 170252
87379 104765 960679 1e+05 127445
104239 82234 993570 1e+05 137554
98973 76219 996890 1e+05 157258
93588 81559 984870 1e+05 143403
100235 79840 930892 1e+05 68018
98744 115604 981896 1e+05 83550
74603 125712 978794 1e+05 86799
115265 106314 991635 1e+05 174921
78946 74321 962963 1e+05 26676
70748 74132 1005042 1e+05 129086
118412 138805 977119 1e+05 159341
115983 99674 956296 1e+05 136348
116240 92895 1003197 1e+05 120293
106684 100605 986662 1e+05 48746
101867 110006 991586 1e+05 186854
104628 74370 966476 1e+05 35207
49319 82635 969970 1e+05 132670
115361 93975 967778 1e+05 13765
125725 70556 974234 1e+05 59016
91552 132409 1004166 1e+05 6798
90896 88539 988909 1e+05 77735
160761 68303 969499 1e+05 2801
87716 118006 1002833 1e+05 103870
92869 70762 986370 1e+05 55980
89860 111249 962705 1e+05 179834
118098 114344 1001240 1e+05 194868
122528 88701 981172 1e+05 77336
85438 129798 1011085 1e+05 64022
101234 99202 994717 1e+05 173148
108274 72336 965924 1e+05 180836
104434 84797 953735 1e+05 172069
67223 108997 992956 1e+05 31899
74885 100581 981186 1e+05 75696
100520 138751 990208 1e+05 162839
103221 109708 1021074 1e+05 96535
130609 97421 987335 1e+05 176067
87767 72830 990706 1e+05 56376
109977 99322 997828 1e+05 185388
68938 139189 1022621 1e+05 120514
119979 81190 979236 1e+05 12532
105790 95371 972520 1e+05 12158
102092 111877 959978 1e+05 95552
132194 96030 1012337 1e+05 180161
110686 115878 967618 1e+05 16413
62988 122944 997437 1e+05 151279
105640 74183 1017763 1e+05 8130
79655 113626 980617 1e+05 188212
